,name,x1,x2,y1,y2,classname,image
11939,4464.png,233,37,366,218,face_with_mask,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [154 136 123]
  [152 134 122]
  [153 135 123]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [105  61  50]
  [111  63  54]
  [114  66  54]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [100  57  47]
  [106  61  50]
  [114  66  56]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [100  58  48]
  [103  59  49]
  [107  60  50]]]"
11949,3191.png,210,149,272,228,face_with_mask,"[[[161 159 155]
  [161 159 155]
  [161 159 154]
  ...
  [203 199 197]
  [203 199 197]
  [203 199 197]]

 [[161 159 155]
  [161 159 155]
  [161 159 155]
  ...
  [203 199 197]
  [203 199 197]
  [202 199 197]]

 [[161 159 155]
  [161 159 155]
  [161 159 155]
  ...
  [202 199 196]
  [202 199 196]
  [202 199 196]]

 ...

 [[180 183 190]
  [179 182 189]
  [180 183 190]
  ...
  [161 163 167]
  [182 183 188]
  [205 206 211]]

 [[157 160 167]
  [165 168 175]
  [169 172 179]
  ...
  [188 189 194]
  [184 185 190]
  [195 196 201]]

 [[176 179 186]
  [185 188 195]
  [172 175 182]
  ...
  [187 189 194]
  [194 195 200]
  [194 195 200]]]"
11952,3191.png,122,117,162,167,face_with_mask,"[[[161 159 155]
  [161 159 155]
  [161 159 154]
  ...
  [203 199 197]
  [203 199 197]
  [203 199 197]]

 [[161 159 155]
  [161 159 155]
  [161 159 155]
  ...
  [203 199 197]
  [203 199 197]
  [202 199 197]]

 [[161 159 155]
  [161 159 155]
  [161 159 155]
  ...
  [202 199 196]
  [202 199 196]
  [202 199 196]]

 ...

 [[180 183 190]
  [179 182 189]
  [180 183 190]
  ...
  [161 163 167]
  [182 183 188]
  [205 206 211]]

 [[157 160 167]
  [165 168 175]
  [169 172 179]
  ...
  [188 189 194]
  [184 185 190]
  [195 196 201]]

 [[176 179 186]
  [185 188 195]
  [172 175 182]
  ...
  [187 189 194]
  [194 195 200]
  [194 195 200]]]"
11953,3191.png,45,103,84,158,face_with_mask,"[[[161 159 155]
  [161 159 155]
  [161 159 154]
  ...
  [203 199 197]
  [203 199 197]
  [203 199 197]]

 [[161 159 155]
  [161 159 155]
  [161 159 155]
  ...
  [203 199 197]
  [203 199 197]
  [202 199 197]]

 [[161 159 155]
  [161 159 155]
  [161 159 155]
  ...
  [202 199 196]
  [202 199 196]
  [202 199 196]]

 ...

 [[180 183 190]
  [179 182 189]
  [180 183 190]
  ...
  [161 163 167]
  [182 183 188]
  [205 206 211]]

 [[157 160 167]
  [165 168 175]
  [169 172 179]
  ...
  [188 189 194]
  [184 185 190]
  [195 196 201]]

 [[176 179 186]
  [185 188 195]
  [172 175 182]
  ...
  [187 189 194]
  [194 195 200]
  [194 195 200]]]"
11957,2534.png,90,195,477,656,face_with_mask,"[[[207 207 207]
  [207 207 207]
  [207 207 207]
  ...
  [212 212 212]
  [212 212 212]
  [212 212 212]]

 [[207 207 207]
  [207 207 207]
  [207 207 207]
  ...
  [212 212 212]
  [212 212 212]
  [212 212 212]]

 [[207 207 207]
  [207 207 207]
  [207 207 207]
  ...
  [212 212 212]
  [212 212 212]
  [212 212 212]]

 ...

 [[209 209 209]
  [209 209 209]
  [209 209 209]
  ...
  [237 200 136]
  [240 201 135]
  [243 203 137]]

 [[209 209 209]
  [209 209 209]
  [209 209 209]
  ...
  [242 201 140]
  [234 195 131]
  [233 192 128]]

 [[209 209 209]
  [209 209 209]
  [209 209 209]
  ...
  [247 208 145]
  [244 202 139]
  [241 197 134]]]"
11961,5947.jpg,536,52,908,542,face_no_mask,"[[[46 34 20]
  [48 36 22]
  [51 39 25]
  ...
  [50 36 23]
  [62 48 35]
  [74 60 47]]

 [[45 33 19]
  [44 32 18]
  [44 32 18]
  ...
  [49 35 22]
  [57 43 30]
  [67 53 40]]

 [[51 39 25]
  [48 36 22]
  [44 32 18]
  ...
  [52 38 25]
  [52 38 25]
  [56 42 29]]

 ...

 [[22 17 13]
  [22 17 13]
  [20 15 11]
  ...
  [25 13  1]
  [37 24 16]
  [22  9  1]]

 [[24 19 15]
  [24 19 15]
  [22 17 13]
  ...
  [26 14  2]
  [37 24 16]
  [22  9  1]]

 [[24 19 15]
  [24 19 15]
  [23 18 14]
  ...
  [26 14  2]
  [37 24 16]
  [21  8  0]]]"
11962,5947.jpg,1193,256,1576,761,face_no_mask,"[[[46 34 20]
  [48 36 22]
  [51 39 25]
  ...
  [50 36 23]
  [62 48 35]
  [74 60 47]]

 [[45 33 19]
  [44 32 18]
  [44 32 18]
  ...
  [49 35 22]
  [57 43 30]
  [67 53 40]]

 [[51 39 25]
  [48 36 22]
  [44 32 18]
  ...
  [52 38 25]
  [52 38 25]
  [56 42 29]]

 ...

 [[22 17 13]
  [22 17 13]
  [20 15 11]
  ...
  [25 13  1]
  [37 24 16]
  [22  9  1]]

 [[24 19 15]
  [24 19 15]
  [22 17 13]
  ...
  [26 14  2]
  [37 24 16]
  [22  9  1]]

 [[24 19 15]
  [24 19 15]
  [23 18 14]
  ...
  [26 14  2]
  [37 24 16]
  [21  8  0]]]"
11963,4888.png,12,70,342,563,face_with_mask,"[[[ 83 110  95]
  [ 84 111  96]
  [ 84 111  96]
  ...
  [ 96 118 105]
  [ 96 118 105]
  [ 96 118 105]]

 [[ 84 111  96]
  [ 84 111  96]
  [ 85 112  97]
  ...
  [ 98 120 107]
  [ 98 120 107]
  [ 98 120 107]]

 [[ 83 110  95]
  [ 83 110  95]
  [ 84 111  96]
  ...
  [ 98 120 107]
  [ 98 120 107]
  [ 98 120 107]]

 ...

 [[ 98  78  80]
  [ 98  78  80]
  [ 98  78  80]
  ...
  [222 222 212]
  [222 222 212]
  [222 222 212]]

 [[ 99  79  81]
  [ 99  79  81]
  [100  80  82]
  ...
  [222 222 212]
  [222 222 212]
  [222 222 212]]

 [[100  80  82]
  [100  80  82]
  [101  81  83]
  ...
  [222 222 212]
  [222 222 212]
  [222 222 212]]]"
11964,4888.png,308,14,601,400,face_with_mask,"[[[ 83 110  95]
  [ 84 111  96]
  [ 84 111  96]
  ...
  [ 96 118 105]
  [ 96 118 105]
  [ 96 118 105]]

 [[ 84 111  96]
  [ 84 111  96]
  [ 85 112  97]
  ...
  [ 98 120 107]
  [ 98 120 107]
  [ 98 120 107]]

 [[ 83 110  95]
  [ 83 110  95]
  [ 84 111  96]
  ...
  [ 98 120 107]
  [ 98 120 107]
  [ 98 120 107]]

 ...

 [[ 98  78  80]
  [ 98  78  80]
  [ 98  78  80]
  ...
  [222 222 212]
  [222 222 212]
  [222 222 212]]

 [[ 99  79  81]
  [ 99  79  81]
  [100  80  82]
  ...
  [222 222 212]
  [222 222 212]
  [222 222 212]]

 [[100  80  82]
  [100  80  82]
  [101  81  83]
  ...
  [222 222 212]
  [222 222 212]
  [222 222 212]]]"
11967,2434.png,374,60,544,259,face_with_mask,"[[[255 255 236]
  [244 241 214]
  [182 169 133]
  ...
  [ 32  84 199]
  [ 33  83 197]
  [ 36  82 190]]

 [[255 255 237]
  [245 241 216]
  [184 170 134]
  ...
  [ 34  82 193]
  [ 35  80 191]
  [ 42  83 189]]

 [[255 255 241]
  [245 241 218]
  [185 171 138]
  ...
  [ 45  85 189]
  [ 49  86 190]
  [ 49  84 184]]

 ...

 [[255 251 237]
  [246 240 212]
  [196 180 137]
  ...
  [ 33  14  10]
  [ 33  14  10]
  [ 30  15  11]]

 [[255 250 234]
  [246 234 207]
  [190 172 132]
  ...
  [ 33  14  11]
  [ 30  12   8]
  [ 28  12   9]]

 [[255 254 237]
  [247 242 214]
  [197 182 141]
  ...
  [ 32  14  11]
  [ 30  13  11]
  [ 30  14  12]]]"
11969,2610.png,682,34,821,222,face_with_mask,"[[[ 75  58  27]
  [ 76  59  28]
  [ 76  59  28]
  ...
  [212 211 210]
  [212 211 210]
  [212 211 210]]

 [[ 77  60  29]
  [ 78  62  30]
  [ 78  62  30]
  ...
  [212 211 210]
  [212 211 210]
  [212 211 210]]

 [[ 82  65  34]
  [ 83  66  35]
  [ 83  66  35]
  ...
  [212 211 210]
  [212 211 210]
  [212 211 210]]

 ...

 [[128 122  78]
  [128 122  77]
  [129 123  78]
  ...
  [ 64  62  52]
  [ 63  61  51]
  [ 63  61  51]]

 [[128 122  77]
  [129 123  78]
  [129 123  77]
  ...
  [ 64  62  52]
  [ 64  62  52]
  [ 64  62  52]]

 [[128 122  77]
  [128 122  76]
  [128 122  75]
  ...
  [ 64  62  52]
  [ 64  62  52]
  [ 64  62  52]]]"
11970,2610.png,193,5,462,286,face_with_mask,"[[[ 75  58  27]
  [ 76  59  28]
  [ 76  59  28]
  ...
  [212 211 210]
  [212 211 210]
  [212 211 210]]

 [[ 77  60  29]
  [ 78  62  30]
  [ 78  62  30]
  ...
  [212 211 210]
  [212 211 210]
  [212 211 210]]

 [[ 82  65  34]
  [ 83  66  35]
  [ 83  66  35]
  ...
  [212 211 210]
  [212 211 210]
  [212 211 210]]

 ...

 [[128 122  78]
  [128 122  77]
  [129 123  78]
  ...
  [ 64  62  52]
  [ 63  61  51]
  [ 63  61  51]]

 [[128 122  77]
  [129 123  78]
  [129 123  77]
  ...
  [ 64  62  52]
  [ 64  62  52]
  [ 64  62  52]]

 [[128 122  77]
  [128 122  76]
  [128 122  75]
  ...
  [ 64  62  52]
  [ 64  62  52]
  [ 64  62  52]]]"
11981,2714.png,337,35,413,130,face_with_mask,"[[[224 216 215]
  [225 216 215]
  [226 216 215]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 [[224 216 215]
  [225 216 215]
  [225 216 215]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 [[224 216 215]
  [226 217 216]
  [226 217 216]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 ...

 [[241 234 226]
  [241 234 226]
  [241 234 226]
  ...
  [231 227 229]
  [232 228 230]
  [233 230 232]]

 [[241 234 226]
  [241 234 226]
  [241 234 226]
  ...
  [230 226 228]
  [234 231 233]
  [234 231 233]]

 [[240 233 225]
  [241 234 226]
  [241 234 226]
  ...
  [231 227 229]
  [237 233 235]
  [237 233 235]]]"
11984,2714.png,518,160,538,187,face_no_mask,"[[[224 216 215]
  [225 216 215]
  [226 216 215]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 [[224 216 215]
  [225 216 215]
  [225 216 215]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 [[224 216 215]
  [226 217 216]
  [226 217 216]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 ...

 [[241 234 226]
  [241 234 226]
  [241 234 226]
  ...
  [231 227 229]
  [232 228 230]
  [233 230 232]]

 [[241 234 226]
  [241 234 226]
  [241 234 226]
  ...
  [230 226 228]
  [234 231 233]
  [234 231 233]]

 [[240 233 225]
  [241 234 226]
  [241 234 226]
  ...
  [231 227 229]
  [237 233 235]
  [237 233 235]]]"
11985,2714.png,40,132,68,168,face_no_mask,"[[[224 216 215]
  [225 216 215]
  [226 216 215]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 [[224 216 215]
  [225 216 215]
  [225 216 215]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 [[224 216 215]
  [226 217 216]
  [226 217 216]
  ...
  [190 187 186]
  [190 187 186]
  [190 187 186]]

 ...

 [[241 234 226]
  [241 234 226]
  [241 234 226]
  ...
  [231 227 229]
  [232 228 230]
  [233 230 232]]

 [[241 234 226]
  [241 234 226]
  [241 234 226]
  ...
  [230 226 228]
  [234 231 233]
  [234 231 233]]

 [[240 233 225]
  [241 234 226]
  [241 234 226]
  ...
  [231 227 229]
  [237 233 235]
  [237 233 235]]]"
11988,4238.png,227,47,522,444,face_with_mask,"[[[ 82  90  79]
  [ 81  89  78]
  [ 79  87  76]
  ...
  [251 253 252]
  [251 253 252]
  [251 253 252]]

 [[ 82  90  79]
  [ 80  88  77]
  [ 78  86  75]
  ...
  [251 253 252]
  [251 253 252]
  [251 253 252]]

 [[ 82  90  79]
  [ 81  89  78]
  [ 78  86  75]
  ...
  [250 252 251]
  [250 252 251]
  [250 252 251]]

 ...

 [[164 190  93]
  [164 190  93]
  [164 189  94]
  ...
  [159 185  88]
  [159 185  88]
  [159 185  88]]

 [[165 190  95]
  [165 190  95]
  [165 190  96]
  ...
  [158 184  87]
  [158 184  87]
  [158 184  87]]

 [[165 190  96]
  [165 190  96]
  [165 190  98]
  ...
  [158 184  87]
  [158 184  87]
  [158 184  87]]]"
11990,5207.jpg,623,37,838,219,face_with_mask,"[[[123 136 145]
  [123 136 145]
  [122 135 144]
  ...
  [148 161 169]
  [147 160 168]
  [147 160 168]]

 [[123 136 145]
  [123 136 145]
  [122 135 144]
  ...
  [149 162 170]
  [148 161 169]
  [147 160 168]]

 [[123 136 145]
  [123 136 145]
  [122 135 144]
  ...
  [150 163 171]
  [148 161 169]
  [146 159 167]]

 ...

 [[138 134 122]
  [139 135 123]
  [141 137 125]
  ...
  [183 184 178]
  [183 184 178]
  [183 184 178]]

 [[140 136 124]
  [141 137 125]
  [142 138 126]
  ...
  [182 183 177]
  [182 183 177]
  [182 183 177]]

 [[142 138 126]
  [143 139 127]
  [144 140 128]
  ...
  [181 182 176]
  [181 182 176]
  [181 182 176]]]"
11995,5493.jpg,450,145,477,247,face_no_mask,"[[[ 84 121 173]
  [ 82 119 171]
  [ 81 118 170]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 84 121 173]
  [ 82 119 171]
  [ 81 118 170]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 85 122 174]
  [ 83 120 172]
  [ 82 119 171]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 86  47  40]
  [ 88  49  42]
  [ 90  51  44]
  ...
  [ 39  49  40]
  [ 38  44  34]
  [ 35  41  31]]

 [[ 84  47  41]
  [ 85  48  42]
  [ 88  51  43]
  ...
  [ 38  48  39]
  [ 38  44  34]
  [ 37  43  33]]

 [[ 83  46  40]
  [ 85  48  42]
  [ 88  51  43]
  ...
  [ 37  47  38]
  [ 38  44  34]
  [ 37  43  33]]]"
11996,2086.jpg,307,72,459,275,face_with_mask,"[[[236 236 236]
  [236 236 236]
  [236 236 236]
  ...
  [237 236 234]
  [237 236 234]
  [237 236 234]]

 [[236 236 236]
  [236 236 236]
  [236 236 236]
  ...
  [237 236 234]
  [237 236 234]
  [237 236 234]]

 [[236 236 236]
  [236 236 236]
  [236 236 236]
  ...
  [237 236 234]
  [237 236 234]
  [237 236 234]]

 ...

 [[185 184 179]
  [184 183 178]
  [184 183 178]
  ...
  [174 174 166]
  [176 172 169]
  [176 172 169]]

 [[186 185 180]
  [186 185 180]
  [186 185 180]
  ...
  [174 173 168]
  [176 172 169]
  [176 172 169]]

 [[188 187 182]
  [188 187 182]
  [191 188 183]
  ...
  [175 172 167]
  [175 171 168]
  [176 172 169]]]"
11998,6211.jpg,381,95,544,262,face_no_mask,"[[[16  9  3]
  [14  7  1]
  [13  6  0]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[19 12  6]
  [17 10  4]
  [16  9  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[18 11  5]
  [17 10  4]
  [16  9  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[74 76 63]
  [67 69 56]
  [60 62 49]
  ...
  [74 76 71]
  [81 83 78]
  [82 84 79]]

 [[73 75 62]
  [61 63 50]
  [50 52 39]
  ...
  [64 66 61]
  [75 77 72]
  [77 79 74]]

 [[71 73 60]
  [61 63 50]
  [50 52 39]
  ...
  [34 36 31]
  [44 46 41]
  [44 46 41]]]"
11999,6211.jpg,990,92,1092,232,face_no_mask,"[[[16  9  3]
  [14  7  1]
  [13  6  0]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[19 12  6]
  [17 10  4]
  [16  9  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[18 11  5]
  [17 10  4]
  [16  9  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[74 76 63]
  [67 69 56]
  [60 62 49]
  ...
  [74 76 71]
  [81 83 78]
  [82 84 79]]

 [[73 75 62]
  [61 63 50]
  [50 52 39]
  ...
  [64 66 61]
  [75 77 72]
  [77 79 74]]

 [[71 73 60]
  [61 63 50]
  [50 52 39]
  ...
  [34 36 31]
  [44 46 41]
  [44 46 41]]]"
12000,6211.jpg,1192,467,1316,599,face_no_mask,"[[[16  9  3]
  [14  7  1]
  [13  6  0]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[19 12  6]
  [17 10  4]
  [16  9  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[18 11  5]
  [17 10  4]
  [16  9  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[74 76 63]
  [67 69 56]
  [60 62 49]
  ...
  [74 76 71]
  [81 83 78]
  [82 84 79]]

 [[73 75 62]
  [61 63 50]
  [50 52 39]
  ...
  [64 66 61]
  [75 77 72]
  [77 79 74]]

 [[71 73 60]
  [61 63 50]
  [50 52 39]
  ...
  [34 36 31]
  [44 46 41]
  [44 46 41]]]"
12003,2001.jpg,293,137,525,437,face_with_mask,"[[[162 166 175]
  [162 166 175]
  [163 167 176]
  ...
  [208 213 217]
  [208 213 217]
  [207 212 216]]

 [[162 166 175]
  [161 165 174]
  [161 165 174]
  ...
  [208 213 217]
  [208 213 217]
  [207 212 216]]

 [[162 167 173]
  [161 166 172]
  [160 165 171]
  ...
  [208 213 217]
  [208 213 217]
  [207 212 216]]

 ...

 [[158 161 168]
  [158 161 166]
  [159 162 169]
  ...
  [190 194 206]
  [195 199 211]
  [195 199 211]]

 [[157 161 170]
  [157 162 168]
  [157 161 170]
  ...
  [189 195 207]
  [191 197 209]
  [191 197 209]]

 [[157 161 170]
  [157 161 170]
  [157 161 170]
  ...
  [189 195 207]
  [191 197 209]
  [191 197 209]]]"
12005,4937.png,337,86,712,554,face_with_mask,"[[[230 255 216]
  [230 255 216]
  [230 255 216]
  ...
  [  0 104 232]
  [  0 105 233]
  [  0 105 233]]

 [[230 255 216]
  [230 255 216]
  [230 255 216]
  ...
  [  0 104 232]
  [  0 105 233]
  [  0 105 233]]

 [[230 255 216]
  [230 255 216]
  [230 255 216]
  ...
  [  0 104 232]
  [  0 105 233]
  [  0 105 233]]

 ...

 [[135 135 106]
  [126 124  97]
  [128 125  99]
  ...
  [173 146 104]
  [173 146 104]
  [173 146 104]]

 [[124 123  96]
  [114 111  85]
  [115 110  85]
  ...
  [173 146 105]
  [172 145 104]
  [173 146 105]]

 [[118 114  88]
  [110 104  79]
  [107 100  76]
  ...
  [173 146 105]
  [172 145 105]
  [170 143 102]]]"
12007,6359.jpg,295,281,384,400,face_no_mask,"[[[233 224 219]
  [233 224 219]
  [233 224 219]
  ...
  [253 227 210]
  [255 232 216]
  [255 232 216]]

 [[233 224 219]
  [233 224 219]
  [233 224 219]
  ...
  [223 197 180]
  [223 197 182]
  [221 198 182]]

 [[233 224 219]
  [233 224 219]
  [233 224 219]
  ...
  [225 199 182]
  [226 200 183]
  [226 200 183]]

 ...

 [[221 214 208]
  [224 217 211]
  [221 214 208]
  ...
  [153 135 121]
  [147 129 115]
  [147 129 115]]

 [[217 210 204]
  [219 212 206]
  [224 217 211]
  ...
  [149 131 117]
  [150 132 118]
  [150 132 118]]

 [[217 210 204]
  [219 212 206]
  [224 217 211]
  ...
  [149 131 117]
  [150 132 118]
  [150 132 118]]]"
12008,4065.png,145,0,570,418,face_with_mask,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[218 220 224]
  [218 220 224]
  [218 220 224]
  ...
  [218 220 224]
  [218 220 224]
  [218 220 224]]

 [[163 160 145]
  [165 162 147]
  [166 163 148]
  ...
  [ 45  39  27]
  [ 49  43  31]
  [ 41  33  22]]

 ...

 [[185 168 150]
  [184 167 149]
  [183 166 148]
  ...
  [214 202 180]
  [214 202 180]
  [215 203 181]]

 [[183 166 148]
  [182 165 147]
  [182 165 147]
  ...
  [216 204 181]
  [216 204 181]
  [216 204 182]]

 [[181 164 146]
  [180 163 145]
  [181 164 146]
  ...
  [218 206 182]
  [218 206 182]
  [217 205 183]]]"
12012,3495.png,312,7,437,184,face_with_mask,"[[[ 29  30  22]
  [ 29  30  22]
  [ 32  32  25]
  ...
  [ 88  97  87]
  [ 86  93  83]
  [ 86  92  83]]

 [[ 30  31  23]
  [ 30  31  23]
  [ 33  33  25]
  ...
  [ 86  95  84]
  [ 85  92  82]
  [ 85  90  82]]

 [[ 33  33  25]
  [ 33  33  25]
  [ 36  35  28]
  ...
  [ 85  95  83]
  [ 85  92  82]
  [ 86  90  82]]

 ...

 [[ 81  84  87]
  [ 81  84  87]
  [ 81  84  87]
  ...
  [153 144 139]
  [159 153 150]
  [148 145 143]]

 [[ 81  84  87]
  [ 82  85  88]
  [ 82  85  88]
  ...
  [138 133 130]
  [140 135 134]
  [140 137 136]]

 [[ 82  85  88]
  [ 82  85  88]
  [ 82  85  88]
  ...
  [120 117 116]
  [122 119 119]
  [129 126 126]]]"
12014,3844.png,100,0,324,295,face_with_mask,"[[[228 235 241]
  [228 235 241]
  [228 235 241]
  ...
  [224 240 249]
  [224 240 249]
  [224 240 249]]

 [[228 235 241]
  [228 235 241]
  [228 235 241]
  ...
  [224 240 249]
  [224 240 249]
  [224 240 249]]

 [[228 235 241]
  [228 235 241]
  [228 235 241]
  ...
  [224 240 249]
  [224 240 249]
  [224 240 249]]

 ...

 [[  8  18  25]
  [  8  18  25]
  [  8  18  25]
  ...
  [ 10  24  35]
  [ 10  24  35]
  [ 10  24  35]]

 [[  8  18  25]
  [  8  18  25]
  [  8  18  25]
  ...
  [ 10  24  34]
  [ 10  24  34]
  [ 10  24  34]]

 [[  8  18  24]
  [  8  18  24]
  [  8  18  24]
  ...
  [ 10  24  33]
  [ 10  24  33]
  [ 10  24  33]]]"
12016,4889.png,76,8,612,607,face_with_mask,"[[[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [250 250 250]
  [239 239 239]
  [239 239 239]]

 [[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [250 250 250]
  [239 239 239]
  [239 239 239]]

 [[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [250 250 250]
  [239 239 239]
  [239 239 239]]

 ...

 [[182 182 182]
  [185 185 185]
  [187 187 187]
  ...
  [ 76  76  76]
  [239 239 239]
  [239 239 239]]

 [[181 181 181]
  [184 184 184]
  [186 186 186]
  ...
  [ 76  76  76]
  [239 239 239]
  [239 239 239]]

 [[180 180 180]
  [183 183 183]
  [185 185 185]
  ...
  [ 76  76  76]
  [239 239 239]
  [239 239 239]]]"
12019,2130.jpg,358,45,588,338,face_with_mask,"[[[ 77 144 197]
  [ 77 144 197]
  [ 78 145 197]
  ...
  [ 97 133 119]
  [ 97 133 121]
  [ 97 133 121]]

 [[ 77 144 197]
  [ 78 145 198]
  [ 78 145 197]
  ...
  [ 96 133 116]
  [ 95 131 117]
  [ 95 131 117]]

 [[ 78 145 197]
  [ 78 145 197]
  [ 79 146 198]
  ...
  [ 94 129 109]
  [ 93 128 108]
  [ 92 127 107]]

 ...

 [[102  98  97]
  [104 100  99]
  [107 103 102]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[101  97  96]
  [103  99  98]
  [106 102 101]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[101  97  96]
  [103  99  98]
  [106 102 101]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
12022,2608.png,528,177,684,372,face_with_mask,"[[[ 19  17  18]
  [ 19  17  18]
  [ 19  17  18]
  ...
  [252 254 252]
  [238 243 250]
  [238 243 250]]

 [[ 19  17  18]
  [ 19  17  18]
  [ 19  17  18]
  ...
  [252 254 252]
  [238 243 250]
  [238 243 250]]

 [[ 20  18  19]
  [ 18  16  17]
  [ 18  16  17]
  ...
  [251 255 251]
  [238 243 250]
  [238 243 250]]

 ...

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [ 37  14  23]
  [238 243 250]
  [238 243 250]]

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [ 35  12  24]
  [238 243 250]
  [238 243 250]]

 [[  6   6   6]
  [  6   6   6]
  [  6   6   6]
  ...
  [ 35  12  24]
  [238 243 250]
  [238 243 250]]]"
12024,6034.jpg,198,172,353,400,face_no_mask,"[[[230 229 224]
  [197 196 191]
  [178 173 169]
  ...
  [104  94  67]
  [ 98  91  63]
  [176 169 140]]

 [[164 165 160]
  [105 104  99]
  [ 75  71  68]
  ...
  [ 94  84  59]
  [ 91  84  56]
  [170 163 134]]

 [[145 150 146]
  [ 83  85  80]
  [ 59  59  57]
  ...
  [ 89  79  54]
  [ 88  81  53]
  [170 163 134]]

 ...

 [[205 209 208]
  [201 207 205]
  [164 168 171]
  ...
  [ 84  78  78]
  [ 92  87  84]
  [ 95  90  87]]

 [[230 232 231]
  [212 216 215]
  [196 197 201]
  ...
  [ 78  69  70]
  [ 86  78  76]
  [ 98  90  88]]

 [[249 251 250]
  [253 255 254]
  [230 231 235]
  ...
  [174 165 166]
  [178 170 168]
  [184 176 174]]]"
12025,2670.png,165,57,316,231,face_with_mask,"[[[157 138 119]
  [162 141 122]
  [168 144 125]
  ...
  [210 200 189]
  [211 201 191]
  [210 202 192]]

 [[159 141 122]
  [163 142 124]
  [169 145 127]
  ...
  [214 202 191]
  [214 203 193]
  [213 204 194]]

 [[161 142 125]
  [166 145 128]
  [170 146 129]
  ...
  [218 205 194]
  [218 207 196]
  [216 206 196]]

 ...

 [[ 86  84  84]
  [ 86  86  86]
  [ 86  86  86]
  ...
  [ 94  89  91]
  [ 93  88  91]
  [ 92  87  89]]

 [[ 85  84  84]
  [ 86  86  85]
  [ 86  86  85]
  ...
  [ 93  88  91]
  [ 93  88  90]
  [ 92  87  88]]

 [[ 85  84  84]
  [ 86  86  85]
  [ 86  86  85]
  ...
  [ 93  88  91]
  [ 93  88  90]
  [ 92  87  88]]]"
12026,2670.png,550,23,651,140,face_with_mask,"[[[157 138 119]
  [162 141 122]
  [168 144 125]
  ...
  [210 200 189]
  [211 201 191]
  [210 202 192]]

 [[159 141 122]
  [163 142 124]
  [169 145 127]
  ...
  [214 202 191]
  [214 203 193]
  [213 204 194]]

 [[161 142 125]
  [166 145 128]
  [170 146 129]
  ...
  [218 205 194]
  [218 207 196]
  [216 206 196]]

 ...

 [[ 86  84  84]
  [ 86  86  86]
  [ 86  86  86]
  ...
  [ 94  89  91]
  [ 93  88  91]
  [ 92  87  89]]

 [[ 85  84  84]
  [ 86  86  85]
  [ 86  86  85]
  ...
  [ 93  88  91]
  [ 93  88  90]
  [ 92  87  88]]

 [[ 85  84  84]
  [ 86  86  85]
  [ 86  86  85]
  ...
  [ 93  88  91]
  [ 93  88  90]
  [ 92  87  88]]]"
